  -5.0000000000000000        2.7991843929095969E-006  -1.9793222660179253E-005   9.6986791034878343E-005
  -4.9800000000000004        3.0929585318052623E-006  -2.1783037439612159E-005   1.0629247449750027E-004
  -4.9600000000000000        3.4161974866346026E-006  -2.3962914774023934E-005   1.1644044087048694E-004
  -4.9400000000000004        3.7717085176310130E-006  -2.6349966614422393E-005   1.2750183440577069E-004
  -4.9199999999999999        4.1625509126620575E-006  -2.8962740897395520E-005   1.3955331723780837E-004
  -4.9000000000000004        4.5920570673641427E-006  -3.1821331980902206E-005   1.5267745201449201E-004
  -4.8799999999999999        5.0638551800773057E-006  -3.4947498646965857E-005   1.6696310706041409E-004
  -4.8600000000000003        5.5818936716593663E-006  -3.8364790108140217E-005   1.8250588505846886E-004
  -4.8399999999999999        6.1504674465673517E-006  -4.2098680472889681E-005   1.9940857624985118E-004
  -4.8200000000000003        6.7742461181593371E-006  -4.6176712143443377E-005   2.1778163716381998E-004
  -4.7999999999999998        7.4583043279993840E-006  -5.0628648638220870E-005   2.3774369589697883E-004
  -4.7800000000000002        8.2081542960375962E-006  -5.5486637349485157E-005   2.5942208496678538E-004
  -4.7599999999999998        9.0297807458913246E-006  -6.0785382765411985E-005   2.8295340276531357E-004
  -4.7400000000000002        9.9296783570665702E-006  -6.6562330704163494E-005   3.0848410463645188E-004
  -4.7199999999999998        1.0914891903832962E-005  -7.2857864125758020E-005   3.3617112459245941E-004
  -4.7000000000000002        1.1993059248592645E-005  -7.9715511105407866E-005   3.6618252867356510E-004
  -4.6799999999999997        1.3172457365963689E-005  -8.7182165569483409E-005   3.9869820093681873E-004
  -4.6600000000000001        1.4462051582418385E-005  -9.5308321412194389E-005   4.3391056303702821E-004
  -4.6399999999999997        1.5871548225177421E-005  -1.0414832062739703E-004   4.7202532833316995E-004
  -4.6200000000000001        1.7411450883139174E-005  -1.1376061610542133E-004   5.1326229141728224E-004
  -4.5999999999999996        1.9093120491923234E-005  -1.2420804975942689E-004   5.5785615391951290E-004
  -4.5800000000000001        2.0928839464597347E-005  -1.3555814665927777E-004   6.0605738739171074E-004
  -4.5599999999999996        2.2931880099337603E-005  -1.4788342586321795E-004   6.5813313401267529E-004
  -4.5400000000000000        2.5116577505107881E-005  -1.6126172864845827E-004   7.1436814578994137E-004
  -4.5199999999999996        2.7498407296432207E-005  -1.7577656485107712E-004   7.7506576285573162E-004
  -4.5000000000000000        3.0094068318430211E-005  -1.9151747803307923E-004   8.4054893136740333E-004
  -4.4800000000000004        3.2921570673483985E-005  -2.0858043019997301E-004   9.1116126142534650E-004
  -4.4600000000000000        3.6000329331155670E-005  -2.2706820679548157E-004   9.8726812531283858E-004
  -4.4399999999999995        3.9351263613263762E-005  -2.4709084270088043E-004   1.0692577962427108E-003
  -4.4199999999999999        4.2996902856303256E-005  -2.6876606996464761E-004   1.1575426276640311E-003
  -4.4000000000000004        4.6961498563628742E-005  -2.9221978798341298E-004   1.2525602730379930E-003
  -4.3799999999999999        5.1271143369961693E-005  -3.1758655684732744E-004   1.3547749458352064E-003
  -4.3600000000000003        5.5953897150796257E-005  -3.4501011455172415E-004   1.4646787193363748E-003
  -4.3399999999999999        6.1039920619101727E-005  -3.7464391876198481E-004   1.5827928656341587E-003
  -4.3200000000000003        6.6561616761301334E-005  -4.0665171379959078E-004   1.7096692330355759E-003
  -4.2999999999999998        7.2553780473802917E-005  -4.4120812349421703E-004   1.8458916608513870E-003
  -4.2800000000000002        7.9053756770276805E-005  -4.7849927051897686E-004   1.9920774303306865E-003
  -4.2599999999999998        8.6101607938389633E-005  -5.1872342279344263E-004   2.1488787502557645E-003
  -4.2400000000000002        9.3740290032698874E-005  -5.6209166750132821E-004   2.3169842754531167E-003
  -4.2199999999999998        1.0201583909786268E-004  -6.0882861322667057E-004   2.4971206562020153E-003
  -4.2000000000000002        1.1097756752308872E-004  -6.5917312066337771E-004   2.6900541162310225E-003
  -4.1799999999999997        1.2067827093481823E-004  -7.1337906229817507E-004   2.8965920566864944E-003
  -4.1600000000000001        1.3117444603985066E-004  -7.7171611140555176E-004   3.1175846831339280E-003
  -4.1399999999999997        1.4252651983545287E-004  -8.3447056062542057E-004   3.3539266523146733E-003
  -4.1200000000000001        1.5479909060627807E-004  -9.0194617031909058E-004   3.6065587350254434E-003
  -4.0999999999999996        1.6806118113014184E-004  -9.7446504681702030E-004   3.8764694911184389E-003
  -4.0800000000000001        1.8238650451565211E-004  -1.0523685505818166E-003   4.1646969522338827E-003
  -4.0599999999999996        1.9785374309436412E-004  -1.1360182342123471E-003   4.4723303074769623E-003
  -4.0400000000000000        2.1454684078832457E-004  -1.2257968101088851E-003   4.8005115868363204E-003
  -4.0199999999999996        2.3255530937054823E-004  -1.3221091475050749E-003   5.1504373367135502E-003
  -4.0000000000000000        2.5197454903091461E-004  -1.4253832984494556E-003   5.5233602814916405E-003
  -3.9800000000000000        2.7290618365320127E-004  -1.5360715521878028E-003   5.9205909646185351E-003
