2	0	1	1	0.5714285500204212553398975
2	0	1	2	-0.1428571375051053138349744
2	0	1	3	0.1428571375051053138349744
2	0	1	5	-0.1428571375051053138349744
2	0	1	12	0.1428571375051053138349744
2	0	1	14	-0.1428571375051053138349744
2	0	1	16	0.1428571375051053138349744
2	0	1	42	-0.1428571375051053138349744
2	0	1	46	0.1428571375051053138349744
2	0	1	49	-0.1428571375051053138349744
2	0	1	93	0.1428571375051053138349744
2	0	1	98	-0.1428571375051053138349744
2	0	1	101	0.1428571375051053138349744
2	2	1	1	2.3351648670746962821453963
2	2	1	2	-0.0274725257252406152019830
2	2	1	3	0.0384615391080700419479399
2	2	1	4	-0.1411564057678305061926949
2	2	1	5	-0.0439560446949371907976456
2	2	1	6	0.0728928543350875202122552
2	2	1	7	-0.1497189703580659170256695
2	2	1	9	0.1562315105445586382870715
2	2	1	11	-0.1411564057678305061926949
2	2	1	12	-0.0274725257252406152019830
2	2	1	13	0.0728928543350875202122552
2	2	1	14	0.0384615391080700419479399
2	2	1	15	0.1504732326709223855232267
2	2	1	16	-0.0439560446949371907976456
2	2	1	18	-0.0777040430488984412704667
2	2	1	19	0.0939704982077671502338490
2	2	1	21	-0.0980580673679023462341320
2	2	1	40	-0.1497189703580659170256695
2	2	1	41	0.1504732326709223855232267
2	2	1	42	0.0961538400383421532069406
2	2	1	43	0.1562315105445586382870715
2	2	1	44	-0.0777040430488984412704667
2	2	1	46	-0.1346153868782451468177896
2	2	1	47	-0.1328943591885423103349240
2	2	1	49	0.1538461564322801677917596
2	2	1	51	0.0686263518371115210925382
2	2	1	90	0.0939704982077671502338490
2	2	1	92	-0.1328943591885423103349240
2	2	1	93	-0.1785714172140639988128896
2	2	1	94	-0.0980580673679023462341320
2	2	1	96	0.0686263518371115210925382
2	2	1	98	0.2500000042024552726616093
2	2	1	101	-0.2857142905170917401846964
2	4	1	1	3.4472293041183950101924438
2	4	1	2	-0.0175706640865902485870720
2	4	1	3	-0.0851501419143274596024185
2	4	1	4	-0.0860525739530011435363122
2	4	1	5	0.1459716697299695553624588
2	4	1	6	0.0526231878415606146859318
2	4	1	7	0.1571915701347439409119033
2	4	1	9	-0.2381068372737615845835535
