        0.0000000000        0.0000000000
        0.5295393958        1.8606016400
        1.0801564418        3.5866594631
        1.6483208651        5.1881035187
        2.2311170573        6.6726593860
        2.8261355092        8.0462927718
        3.4314137724        9.3135485179
        4.0454219070       10.4778361581
        4.6670847795       11.5417127815
        5.2958162065       12.5072065458
        5.9315172984       13.3761833726
        6.5745027339       14.1506925979
        7.2253720706       14.8332086382
        7.8848752379       15.4267410518
        8.5538045405       15.9348406672
        9.2329191064       16.3615418197
        9.9228960852       16.7112708003
       10.6243015637       16.9887396938
       11.3375756901       17.1988377361
       12.0630280359       17.3465280431
       12.8008402716       17.4367547229
       13.5510739196       17.4743632894
       14.3136814231       17.4640356898
       15.0885191434       17.4102400292
       15.8753612011       17.3171941945
       16.6739133460       17.1888419977
       17.4838262679       17.0288401294
       18.3047079520       16.8405540914
       19.1361348379       16.6270613047
       19.9776616677       16.3911597129
       20.8288299941       16.1353803938
       21.6891753904       15.8620029053
       22.5582334438       15.5730723131
       23.4355446411       15.2704170572
       24.3206582667       14.9556670040
       25.2131354389       14.6302711934
       26.1125514042       14.2955149302
       27.0184972030       13.9525359789
       27.9305808103       13.6023397141
       28.8484278428       13.2458131433
       29.7716819139       12.8837377766
       30.7000047051       12.5168013516
       31.6330758140       12.1456084514
       32.5705924284       11.7706900713
       33.5122688689       11.3925122010
       34.4578360334       11.0114834943
       35.4070407730       10.6279621025
       36.3596452212       10.2422617456
       37.3154260960        9.8546570940
       38.2741739881        9.4653885285
       39.2356926480        9.0746663444
       40.1997982801        8.6826744573
       41.1663188517        8.2895736672
       42.1350934199        7.8955045288
       43.1059714831        7.5005898732
       44.0788123562        7.1049370227
       45.0534845742        6.7086397324
       46.0298653233        6.3117798934
       47.0078399003        5.9144290245
       47.9873012004        5.5166495785
       48.9681492330        5.1184960858
       49.9502906647        4.7200161550
       50.9336383888        4.3212513479
       51.9181111200        3.9222379451
       52.9036330137        3.5230076147
       53.8901333091        3.1235879973
       54.8775459933        2.7240032167
       55.8658094878        2.3242743265
       56.8548663540        1.9244197000
       57.8446630181        1.5244553705
       58.8351495131        1.1243953294
       59.8262792385        0.7242517853
       60.8180087346        0.3240353911
