  -10.000000000000000        1.00000000       2.99999952       5.00000286       6.99998760       9.00004768       10.9998369       13.0005007       14.9986057       25.000000000000000        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9959999998100102        1.00000000       2.99999952       5.00000286       6.99998760       9.00004864       10.9998350       13.0005064       14.9985914       24.980003999050432        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9919999996200204        1.00000000       2.99999952       5.00000286       6.99998760       9.00004864       10.9998331       13.0005121       14.9985771       24.960015998101621        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9879999994300306        1.00000012       2.99999952       5.00000286       6.99998713       9.00004959       10.9998312       13.0005169       14.9985619       24.940035997153572        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9839999992400408        1.00000012       2.99999952       5.00000286       6.99998713       9.00004959       10.9998293       13.0005226       14.9985476       24.920063996206284        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9799999990500510        1.00000012       2.99999952       5.00000286       6.99998713       9.00005054       10.9998274       13.0005283       14.9985323       24.900099995259755        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9759999988600612        1.00000012       2.99999952       5.00000286       6.99998665       9.00005150       10.9998255       13.0005341       14.9985170       24.880143994313986        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9719999986700714        1.00000012       2.99999952       5.00000286       6.99998665       9.00005150       10.9998236       13.0005398       14.9985018       24.860195993368976        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9679999984800816        1.00000012       2.99999952       5.00000286       6.99998665       9.00005245       10.9998217       13.0005455       14.9984865       24.840255992424726        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9639999982900918        1.00000012       2.99999952       5.00000286       6.99998617       9.00005341       10.9998198       13.0005512       14.9984713       24.820323991481239        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9599999981001019        1.00000012       2.99999952       5.00000286       6.99998617       9.00005341       10.9998169       13.0005569       14.9984560       24.800399990538509        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9559999979101121        1.00000012       2.99999952       5.00000286       6.99998617       9.00005436       10.9998150       13.0005636       14.9984398       24.780483989596537        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9519999977201223        1.00000012       2.99999952       5.00000334       6.99998569       9.00005531       10.9998131       13.0005693       14.9984245       24.760575988655329        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9479999975301325        1.00000012       2.99999952       5.00000334       6.99998569       9.00005531       10.9998112       13.0005751       14.9984083       24.740675987714880        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9439999973401427        1.00000012       2.99999952       5.00000334       6.99998569       9.00005627       10.9998093       13.0005817       14.9983921       24.720783986775189        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9399999971501529        1.00000012       2.99999952       5.00000334       6.99998522       9.00005722       10.9998074       13.0005875       14.9983759       24.700899985836259        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9359999969601631        1.00000012       2.99999952       5.00000334       6.99998522       9.00005722       10.9998045       13.0005941       14.9983587       24.681023984898090        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9319999967701733        1.00000012       2.99999952       5.00000334       6.99998474       9.00005817       10.9998026       13.0006008       14.9983425       24.661155983960679        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9279999965801835        1.00000012       2.99999952       5.00000334       6.99998474       9.00005913       10.9998007       13.0006065       14.9983253       24.641295983024030        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9239999963901937        1.00000012       2.99999928       5.00000334       6.99998474       9.00005913       10.9997978       13.0006132       14.9983082       24.621443982088142        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9199999962002039        1.00000012       2.99999928       5.00000334       6.99998426       9.00006008       10.9997959       13.0006199       14.9982910       24.601599981153011        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9159999960102141        1.00000012       2.99999928       5.00000334       6.99998426       9.00006104       10.9997940       13.0006266       14.9982738       24.581763980218643        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9119999958202243        1.00000012       2.99999928       5.00000334       6.99998379       9.00006199       10.9997911       13.0006332       14.9982567       24.561935979285032        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9079999956302345        1.00000012       2.99999928       5.00000334       6.99998379       9.00006199       10.9997892       13.0006399       14.9982386       24.542115978352182        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.9039999954402447        1.00000012       2.99999928       5.00000381       6.99998379       9.00006294       10.9997864       13.0006466       14.9982214       24.522303977420091        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8999999952502549        1.00000012       2.99999928       5.00000381       6.99998331       9.00006390       10.9997845       13.0006533       14.9982033       24.502499976488760        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8959999950602651        1.00000012       2.99999928       5.00000381       6.99998331       9.00006485       10.9997816       13.0006609       14.9981852       24.482703975558191        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8919999948702753        1.00000012       2.99999928       5.00000381       6.99998283       9.00006485       10.9997797       13.0006676       14.9981661       24.462915974628380        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8879999946802855        1.00000012       2.99999928       5.00000381       6.99998283       9.00006580       10.9997768       13.0006742       14.9981480       24.443135973699331        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8839999944902956        1.00000012       2.99999928       5.00000381       6.99998283       9.00006676       10.9997749       13.0006819       14.9981289       24.423363972771043        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8799999943003058        1.00000012       2.99999928       5.00000381       6.99998236       9.00006771       10.9997721       13.0006886       14.9981108       24.403599971843512        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8759999941103160        1.00000012       2.99999928       5.00000381       6.99998236       9.00006866       10.9997692       13.0006962       14.9980917       24.383843970916740        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8719999939203262        1.00000012       2.99999928       5.00000381       6.99998188       9.00006866       10.9997673       13.0007038       14.9980726       24.364095969990732        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8679999937303364        1.00000012       2.99999928       5.00000381       6.99998188       9.00006962       10.9997644       13.0007114       14.9980526       24.344355969065479        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
  -9.8639999935403466        1.00000012       2.99999928       5.00000429       6.99998140       9.00007057       10.9997616       13.0007181       14.9980335       24.324623968140990        1.0000000000000000        3.0000000000000000        5.0000000000000000        7.0000000000000000        9.0000000000000000        11.000000000000000        13.000000000000000        15.000000000000000     
