   0.0000000000000000        9.9009900990099011E-003   2.4937655860349127E-003   9.9990003979536315E-005   9.9999895529760638E-007
  0.10000000000000001        1.0305028854080790E-002   2.5963236057742231E-003   1.0411244453922120E-004   1.0412316889471828E-006
  0.20000000000000001        1.0734220695577501E-002   2.7053349204631534E-003   1.0849517519790487E-004   1.0850682185637446E-006
  0.30000000000000004        1.1190689346463740E-002   2.8213519918745059E-003   1.1316057822778658E-004   1.1317324847941179E-006
  0.40000000000000002        1.1676786548341898E-002   2.9449876310519499E-003   1.1813349436489099E-004   1.1814730314550313E-006
  0.50000000000000000        1.2195121951219513E-002   3.0769230769230769E-003   1.2344155410426414E-004   1.2345663218891979E-006
  0.59999999999999998        1.2748597654258030E-002   3.2179173638820949E-003   1.2911556227223687E-004   1.2913205888119651E-006
  0.69999999999999996        1.3340448239060833E-002   3.3688182185689264E-003   1.3518994589675461E-004   1.3520803180317192E-006
  0.79999999999999993        1.3974287311347120E-002   3.5305747775737891E-003   1.4170327756810253E-004   1.4172314881874889E-006
  0.89999999999999991        1.4654161781946074E-002   3.7042524818491633E-003   1.4869888918927750E-004   1.4872077157776142E-006
  0.99999999999999989        1.5384615384615385E-002   3.8910505836575876E-003   1.5622559440675937E-004   1.5624974887485906E-006
   1.0999999999999999        1.6170763260025870E-002   4.0923228024226542E-003   1.6433854228388247E-004   1.6436527147335231E-006
   1.2000000000000000        1.7018379850238258E-002   4.3096017927943464E-003   1.7310023018818831E-004   1.7312988642619983E-006
   1.3000000000000000        1.7934002869440458E-002   4.5446282494091975E-003   1.8258171075349300E-004   1.8261470583446679E-006
   1.4000000000000001        1.8925056775170330E-002   4.7993856786331356E-003   1.9286403660493252E-004   1.9290085383643232E-006
   1.5000000000000002        2.0000000000000000E-002   5.0761421319796950E-003   2.0403999791802525E-004   2.0408120703766077E-006
   1.6000000000000003        2.1168501270110083E-002   5.3775005377500549E-003   2.1621622265856848E-004   2.1626249841514485E-006
   1.7000000000000004        2.2441651705565533E-002   5.7064597123944313E-003   2.2951572866547685E-004   2.2956787410878756E-006
   1.8000000000000005        2.3832221163012403E-002   6.0664887163309903E-003   2.4408104217599438E-004   2.4414001804112458E-006
   1.9000000000000006        2.5354969574036518E-002   6.4616179891444836E-003   2.6007803115593548E-004   2.6014499319633235E-006
   2.0000000000000004        2.7027027027027032E-002   6.8965517241379327E-003   2.7770064698529485E-004   2.7777699375741774E-006
   2.1000000000000005        2.8868360277136271E-002   7.3768073177928623E-003   2.9717682906195143E-004   2.9726426357134799E-006
   2.2000000000000006        3.0902348578491980E-002   7.9088895919013011E-003   3.1877591003915296E-004   3.1887651993987898E-006
   2.3000000000000007        3.3156498673740070E-002   8.5005100306018398E-003   3.4281797387456506E-004   3.4293433674667463E-006
   2.4000000000000008        3.5663338088445094E-002   9.1608647856357694E-003   3.6968577811138839E-004   3.6982110099322220E-006
   2.5000000000000009        3.8461538461538484E-002   9.9009900990099080E-003   3.9984007588580854E-004   3.9999838212515005E-006
   2.6000000000000010        4.1597337770382728E-002   1.0734220695577510E-002   4.3383949231643988E-004   4.3402587458245048E-006
